Daily rainfall(in mm) trends for Jammu & kashmir from 01-Jan-2019 to 31-Dec-2019

Dates,NORMAL (mm) ,ACTUAL (mm) 
"25-Oct-2019",1.49,8.44
"26-Oct-2019",1.09,8.44
"27-Oct-2019",0.76,8.44
"28-Oct-2019",1.59,8.44
"29-Oct-2019",0.98,8.44
"30-Oct-2019",0.87,8.44
"31-Oct-2019",0.49,8.44
"01-Nov-2019",0.71,0
"02-Nov-2019",1.69,0
"03-Nov-2019",0.8,0
"04-Nov-2019",1.3,0
"05-Nov-2019",0.51,0
"06-Nov-2019",1.57,0
"07-Nov-2019",1.59,0
"08-Nov-2019",0.48,0
"09-Nov-2019",0.51,0
"10-Nov-2019",0.46,0
"11-Nov-2019",0.27,0
"12-Nov-2019",0.48,0
"13-Nov-2019",0.55,0
"14-Nov-2019",0.47,0
"15-Nov-2019",0.85,0
"16-Nov-2019",2.6,0
"17-Nov-2019",0.49,0
"18-Nov-2019",0.75,0
"19-Nov-2019",0.83,0
"20-Nov-2019",0.84,0
"21-Nov-2019",0.89,0
"22-Nov-2019",1.06,0
"23-Nov-2019",1.04,0
"24-Nov-2019",0.94,0
"25-Nov-2019",1.31,0
"26-Nov-2019",0.8,0
"27-Nov-2019",2.37,0
"28-Nov-2019",1.85,0
"29-Nov-2019",0.5,0
"30-Nov-2019",0.59,0
"01-Dec-2019",0.58,0
"02-Dec-2019",0.94,0
"03-Dec-2019",1.49,0
"04-Dec-2019",0.91,0
"05-Dec-2019",0.31,0
"06-Dec-2019",0.51,0
"07-Dec-2019",0.19,0
"08-Dec-2019",0.8,0
"09-Dec-2019",1.67,0
"10-Dec-2019",2.51,0
"11-Dec-2019",2.14,0
"12-Dec-2019",2.05,0
"13-Dec-2019",2.34,0
"14-Dec-2019",1.69,0
"15-Dec-2019",3.23,0
"16-Dec-2019",3.67,0
"17-Dec-2019",3.68,0
"18-Dec-2019",0.92,0
"19-Dec-2019",1.06,0
"20-Dec-2019",1.2,0
"21-Dec-2019",1.22,0
"22-Dec-2019",1.65,0
"23-Dec-2019",2.88,0
"24-Dec-2019",3.11,0
"25-Dec-2019",2.69,0
"26-Dec-2019",4,0
"27-Dec-2019",4.49,0
"28-Dec-2019",4.46,0
"29-Dec-2019",5.67,0
"30-Dec-2019",6.2,0
"31-Dec-2019",1.64,0
